loss,states_visited,l1_dist,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.14300964772701263,16016,0.000753699685446918,149.57914543151855,False,1,6b221_00004,2023-07-20_06-15-33,1689826533,149.57914543151855,1916770,anja-ThinkPad-X1-Extreme-Gen-3,192.168.1.2,149.57914543151855,1
