loss,states_visited,l1_dist,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.02046748250722885,16016,0.00026812084252014756,140.77909898757935,False,1,e86f6_00001,2023-07-20_09-53-50,1689839630,140.77909898757935,2218696,anja-ThinkPad-X1-Extreme-Gen-3,192.168.1.2,140.77909898757935,1
