loss,states_visited,l1_dist,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.009387754835188389,16016,0.001953125,169.59889793395996,False,1,95b96_00004,2023-07-20_12-23-56,1689848636,169.59889793395996,2772873,anja-ThinkPad-X1-Extreme-Gen-3,192.168.1.2,169.59889793395996,1
