loss,states_visited,l1_dist,logZ_diff,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8927782773971558,16016,0.0009058555588126183,0.29018115997314453,239.8475697040558,False,1,d94fa_00003,2023-07-20_13-57-32,1689854252,239.8475697040558,3335380,anja-ThinkPad-X1-Extreme-Gen-3,192.168.1.2,239.8475697040558,1
