loss,states_visited,l1_dist,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.3782930374145508,16016,0.001274394802749157,129.30292296409607,False,1,e86f6_00007,2023-07-20_10-07-22,1689840442,129.30292296409607,2218696,anja-ThinkPad-X1-Extreme-Gen-3,192.168.1.2,129.30292296409607,1
