loss,states_visited,l1_dist,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.018160246312618256,16016,0.0003045779303647578,92.36956310272217,False,1,f9a94_00005,2023-07-20_10-48-10,1689842890,92.36956310272217,2419862,anja-ThinkPad-X1-Extreme-Gen-3,192.168.1.2,92.36956310272217,1
