loss,states_visited,l1_dist,logZ_diff,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.39632177352905273,16016,0.0019522689981386065,7.104824542999268,258.94037890434265,False,1,882e8_00000,2023-07-20_13-04-17,1689851057,258.94037890434265,2970577,anja-ThinkPad-X1-Extreme-Gen-3,192.168.1.2,258.94037890434265,1
