loss,states_visited,l1_dist,logZ_diff,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
2.0463630789890885e-12,16016,0.0019530595745891333,10.304009914398193,356.0220172405243,False,1,d94fa_00000,2023-07-20_13-43-48,1689853428,356.0220172405243,3335380,anja-ThinkPad-X1-Extreme-Gen-3,192.168.1.2,356.0220172405243,1
