loss,states_visited,l1_dist,logZ_diff,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.1851186901330948,16016,0.0009097918518818915,0.321746826171875,216.7108747959137,False,1,d94fa_00007,2023-07-20_14-11-57,1689855117,216.7108747959137,3335380,anja-ThinkPad-X1-Extreme-Gen-3,192.168.1.2,216.7108747959137,1
