loss,states_visited,l1_dist,logZ_diff,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.3773501515388489,16016,9.51544352574274e-05,0.20008230209350586,257.15744948387146,False,1,70959_00003,2023-07-20_12-59-15,1689850755,257.15744948387146,2912358,anja-ThinkPad-X1-Extreme-Gen-3,192.168.1.2,257.15744948387146,1
