loss,states_visited,l1_dist,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.0033904938027262688,16016,0.001116294297389686,145.55735659599304,False,1,5e409_00001,2023-07-20_14-36-23,1689856583,145.55735659599304,3738447,anja-ThinkPad-X1-Extreme-Gen-3,192.168.1.2,145.55735659599304,1
