loss,states_visited,l1_dist,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.011360632255673409,16016,0.0002237790758954361,139.5044686794281,False,1,6b221_00005,2023-07-20_06-17-53,1689826673,139.5044686794281,1916770,anja-ThinkPad-X1-Extreme-Gen-3,192.168.1.2,139.5044686794281,1
