loss,states_visited,l1_dist,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8359253406524658,16016,0.0016156500205397606,122.15941047668457,False,1,1492c_00004,2023-07-20_10-34-38,1689842078,122.15941047668457,2364757,anja-ThinkPad-X1-Extreme-Gen-3,192.168.1.2,122.15941047668457,1
