loss,states_visited,l1_dist,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7658029198646545,16016,0.001953125,231.8566710948944,False,1,72547_00001,2023-07-20_11-55-02,1689846902,231.8566710948944,2683706,anja-ThinkPad-X1-Extreme-Gen-3,192.168.1.2,231.8566710948944,1
