loss,states_visited,l1_dist,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6994837522506714,16016,0.0013588301371783018,118.02290368080139,False,1,1492c_00000,2023-07-20_10-28-11,1689841691,118.02290368080139,2364757,anja-ThinkPad-X1-Extreme-Gen-3,192.168.1.2,118.02290368080139,1
